Wall time,Step,Value
1768578414.1287293,0,0.5158053040504456
1768578535.7906876,1,0.6772235631942749
1768578654.3215687,2,0.7366987466812134
1768578770.715413,3,0.774919867515564
1768578885.931975,4,0.7971354126930237
1768579000.2353964,5,0.8150240182876587
1768579113.6788838,6,0.8338541388511658
1768579227.740011,7,0.8438701629638672
1768579325.822562,8,0.858593761920929
1768579423.3081837,9,0.8697516322135925
1768579520.6174567,10,0.8878605961799622
1768579616.7831068,11,0.893669843673706
1768579712.7712073,12,0.9021634459495544
1768579809.007051,13,0.9141426086425781
1768579904.7479582,14,0.918709933757782
1768580002.2773209,15,0.9245192408561707
1768580099.593429,16,0.9332131147384644
1768580196.2857776,17,0.9382211565971375
1768580292.860014,18,0.943629801273346
1768580389.5253491,19,0.9493990540504456
1768580486.154437,20,0.9571714997291565
1768580583.0650175,21,0.9591746926307678
1768580680.2956045,22,0.9656850695610046
1768580776.0820816,23,0.9683493375778198
1768580872.9276152,24,0.9706130027770996
1768580969.6919503,25,0.9714943766593933
1768581066.5500538,26,0.9751802682876587
1768581163.083068,27,0.978946328163147
1768581259.4472773,28,0.9794270992279053
1768581356.5364654,29,0.9809895753860474
1768581452.818458,30,0.9850561022758484
1768581549.2969441,31,0.9870793223381042
1768581645.3888335,32,0.9886217713356018
1768581741.9189725,33,0.987700343132019
1768581838.2680027,34,0.9904447197914124
1768581935.9222898,35,0.9900841116905212
1768582035.7622192,36,0.9885616898536682
1768582135.865971,37,0.9914863705635071
1768582232.7099612,38,0.9918068647384644
1768582328.8594162,39,0.9913662075996399
1768582424.4662542,40,0.994451105594635
1768582519.254739,41,0.9957131147384644
1768582615.0779343,42,0.9954527020454407
1768582710.7321062,43,0.9950320720672607
1768582806.8986642,44,0.9955328702926636
1768582915.9393935,45,0.9952524304389954
1768583025.9072843,46,0.994611382484436
1768583135.347614,47,0.9969150424003601
1768583245.9781356,48,0.9957532286643982
1768583355.8561304,49,0.9961738586425781
