Wall time,Step,Value
1768490638.6234944,0,0.33960336446762085
1768490644.3409038,1,0.443790078163147
1768490651.9792163,2,0.4900440573692322
1768490659.8334587,3,0.5231570601463318
1768490667.2962189,4,0.5448517799377441
1768490673.0678315,5,0.5663261413574219
1768490678.6901116,6,0.5793669819831848
1768490684.1092083,7,0.5939903855323792
1768490689.5724993,8,0.6020032167434692
1768490695.0483649,9,0.6163662075996399
1768490700.7712379,10,0.632231593132019
1768490706.3843148,11,0.6408854126930237
1768490711.8618581,12,0.645432710647583
1768490717.4269848,13,0.6590745449066162
1768490722.9400272,14,0.6627804636955261
1768490728.47313,15,0.6714342832565308
1768490733.8927774,16,0.6741185784339905
1768490739.2642615,17,0.685116171836853
1768490744.7128818,18,0.6933693885803223
1768490750.2526586,19,0.7004807591438293
1768490755.7154117,20,0.705348551273346
1768490761.1631927,21,0.7100961804389954
1768490766.6294556,22,0.7142428159713745
1768490772.0003638,23,0.725040078163147
1768490777.5098639,24,0.7276442050933838
1768490782.9473226,25,0.7357972860336304
1768490788.492407,26,0.7369591593742371
1768490794.0146904,27,0.7404246926307678
1768490799.38207,28,0.746254026889801
1768490805.027159,29,0.7504607439041138
1768490810.760297,30,0.7533653974533081
1768490816.3745282,31,0.7628004550933838
1768490821.85697,32,0.7646834850311279
1768490827.2783244,33,0.7658053040504456
1768490832.71755,34,0.7695112228393555
1768490838.334166,35,0.7718349099159241
1768490843.8200514,36,0.7751001715660095
1768490849.2980423,37,0.7808293104171753
1768490854.7983396,38,0.7863982319831848
1768490860.4291847,39,0.7884414792060852
1768490865.9613824,40,0.7898637652397156
1768490871.3338792,41,0.7969751358032227
1768490876.8492317,42,0.7971954941749573
1768490882.304694,43,0.798517644405365
1768490887.8298545,44,0.8076722621917725
1768490893.2098925,45,0.8042267560958862
1768490898.6999953,46,0.8092548251152039
1768490904.0959158,47,0.8136017918586731
1768490909.5622628,48,0.8173477649688721
1768490915.1661818,49,0.8158053159713745
