Wall time,Step,Value
1768515197.4041235,0,0.4722556173801422
1768515218.906859,1,0.6160456538200378
1768515239.980355,2,0.6706330180168152
1768515260.7065907,3,0.7051882743835449
1768515281.737456,4,0.7278245091438293
1768515302.6714294,5,0.7455929517745972
1768515323.7160413,6,0.7607972621917725
1768515344.6360707,7,0.7738982439041138
1768515365.7440841,8,0.7850360870361328
1768515386.6549525,9,0.793749988079071
1768515407.667514,10,0.8045472502708435
1768515428.6709125,11,0.8091346025466919
1768515449.755125,12,0.8170873522758484
1768515470.930724,13,0.8262619972229004
1768515491.8689227,14,0.8334335088729858
1768515513.1282732,15,0.8416265845298767
1768515534.2895522,16,0.846794843673706
1768515555.3284132,17,0.8535256385803223
1768515576.550555,18,0.8585737347602844
1768515597.8204608,19,0.8620793223381042
1768515619.0469568,20,0.8690905570983887
1768515640.141303,21,0.8772035241127014
1768515661.423382,22,0.8803485631942749
1768515682.3605886,23,0.8809094429016113
1768515703.6701849,24,0.8867988586425781
1768515724.8386204,25,0.8915865421295166
1768515745.8660522,26,0.8931089639663696
1768515767.1556618,27,0.8989382982254028
1768515788.0612288,28,0.9013822078704834
1768515808.9097328,29,0.9041065573692322
1768515830.677275,30,0.9113381505012512
1768515851.7382789,31,0.9127002954483032
1768515872.8186734,32,0.9149439334869385
1768515893.8791604,33,0.920232355594635
1768515914.826179,34,0.9224759340286255
1768515935.7973363,35,0.9264022707939148
1768515956.5940142,36,0.9264823794364929
1768515977.718854,37,0.9306490421295166
1768515998.61059,38,0.9333934187889099
1768516020.17671,39,0.9368789792060852
1768516041.1229477,40,0.9380007982254028
1768516062.0558634,41,0.9414863586425781
1768516083.3593771,42,0.9434695243835449
1768516110.0270686,43,0.9431690573692322
1768516136.08652,44,0.9468148946762085
1768516161.9581683,45,0.9515625238418579
1768516188.0614827,46,0.9509615302085876
1768516214.2701054,47,0.9532451629638672
1768516240.6492882,48,0.9536458253860474
1768516267.0572534,49,0.9568309187889099
